test_pcntl	year2	year3	year4	year5	year6	year7	year8	year9	year10	year11	year12	year13	year14	year15	momrace1	momrace2	mage	mom_grade	momtest	spouse_yn	spouse_age	spouse_grade	csex2	childage	family_size	fincome	cpubid	momid
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	9	3	0	0	0	1	7	2.07944	.859258857	744102	7441
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	13	16	1	27	14	1	6	1.38629	.859258857	624301	6243
93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	12	11	0	0	0	0	6	.693147	.859258857	508501	5085
60	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	11	39	0	0	0	1	7	1.79176	.8596495034	800104	8001
54	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	27	0	0	0	1	9	1.38629	.86136184	1023403	10234
39	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	16	84	0	0	0	0	10	1.09861	.8630179054	335802	3358
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	13	34	0	0	0	0	8	1.79176	.8642463985	607802	6078
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	13	34	0	0	0	1	12	1.79176	.8642463985	607801	6078
36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	40	12	10	0	0	0	0	7	.693147	.8644735097	864202	8642
22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	7	19	1	34	11	1	11	1.38629	.8648432353	376802	3768
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	7	19	1	34	11	0	13	1.38629	.8648432353	376801	3768
25	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	11	33	0	0	0	1	8	1.60944	.8650966716	925503	9255
87	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	11	33	0	0	0	0	11	1.60944	.8650966716	925502	9255
10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	34	10	57	0	0	0	0	9	.693147	.8651335447	714402	7144
16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	12	35	0	0	0	0	9	1.38629	.8653727804	153204	1532
64	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	28	0	0	0	1	8	1.38629	.865514376	161701	1617
31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	13	17	0	0	0	0	9	.693147	.865514376	1042201	10422
63	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	17	27	0	0	0	0	7	1.38629	.866028204	984002	9840
94	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	38	12	39	0	0	0	1	7	.693147	.8678145348	517601	5176
52	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	33	10	2	0	0	0	1	7	1.60944	.8678145348	22104	221
80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	39	13	15	0	0	0	1	8	1.38629	.8678145348	838903	8389
54	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	34	13	42	0	0	0	1	8	1.38629	.8678145348	574603	5746
44	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	10	49	0	0	0	1	9	.693147	.8690513609	431001	4310
57	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	11	2	0	0	0	1	7	1.38629	.8690513609	129702	1297
28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	12	35	0	0	0	1	7	1.38629	.8695910612	533802	5338
49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	9	55	0	0	0	0	9	1.38629	.8707920928	951701	9517
62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	9	55	0	0	0	0	7	1.38629	.8707920928	951702	9517
70	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	37	12	6	1	38	12	1	8	1.38629	.8708626387	833002	8330
64	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	33	11	29	0	0	0	0	6	1.09861	.8717780874	1199303	11993
88	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	43	13	71	1	42	16	0	6	1.60944	.8719315859	9803	98
4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	3	5	0	0	0	1	12	1.79176	.8719828397	441602	4416
22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	3	5	0	0	0	0	7	1.79176	.8719828397	441603	4416
68	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	45	1	29	10	0	6	1.09861	.8723486711	492901	4929
62	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37	12	2	0	0	0	1	9	.693147	.8729225642	770401	7704
36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	41	12	10	0	0	0	0	7	1.09861	.8730698876	892003	8920
74	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	15	0	0	0	1	7	1.60944	.8734825457	856101	8561
5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	36	13	25	1	40	15	0	9	1.79176	.8744590775	993804	9938
82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	15	40	0	0	0	1	7	1.38629	.8746809156	513402	5134
98	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	28	12	15	0	0	0	0	8	1.38629	.8746809156	75602	756
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	12	4	0	0	0	0	6	1.09861	.8751322062	667101	6671
28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	30	7	6	1	35	8	0	7	2.07944	.8751870008	266304	2663
80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	12	29	0	0	0	0	7	1.09861	.8757827044	10002	100
28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	10	0	0	0	1	7	.693147	.8757946854	666901	6669
50	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	9	1	0	0	0	1	8	.693147	.8763640077	370303	3703
20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	9	8	1	42	12	1	11	1.38629	.8764550783	665801	6658
79	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	30	0	0	0	1	7	0	.8765461405	355601	3556
19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	1	1	40	9	1	10	2.19722	.8774429469	159602	1596
97	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	36	12	21	1	32	12	1	10	1.09861	.8774467666	1053701	10537
77	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	38	13	30	1	36	13	1	7	1.79176	.8774467666	762501	7625
64	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	37	13	35	1	34	9	1	6	1.38629	.8774467666	837402	8374
11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	9	9	1	26	11	1	8	2.07944	.8774916253	685801	6858
36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	9	9	1	26	11	1	7	2.07944	.8774916253	685802	6858
58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	21	0	0	0	0	7	1.09861	.8781838444	928101	9281
91	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	14	31	0	0	0	1	14	.693147	.8781838444	802801	8028
80	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	15	0	0	0	1	8	1.38629	.8781838444	226001	2260
18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	4	0	0	0	1	8	1.09861	.8781838444	640402	6404
7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	10	3	0	0	0	1	9	1.09861	.8781838444	604703	6047
58	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	11	0	0	0	0	8	.693147	.8789108528	307501	3075
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	6	0	0	0	1	12	1.09861	.8790614843	766501	7665
66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	6	0	0	0	0	7	1.09861	.8790614843	766502	7665
28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	29	9	5	1	31	11	0	10	1.94591	.8813547089	894802	8948
71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	44	14	74	1	46	12	0	6	1.38629	.8821881212	243302	2433
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	22	11	10	0	0	0	0	7	1.60944	.8825846823	1058601	10586
51	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	9	23	0	0	0	1	7	.693147	.8835735883	602201	6022
1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	5	0	0	0	0	10	1.79176	.8838453327	793803	7938
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	55	1	26	11	1	8	1.79176	.8839514696	244701	2447
62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	25	0	0	0	0	9	1.09861	.8845273184	729502	7295
97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	12	4	0	0	0	1	7	1.38629	.884731653	631502	6315
20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	11	38	0	0	0	1	11	1.79176	.8855112281	743301	7433
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	11	38	0	0	0	0	9	1.79176	.8855112281	743302	7433
23	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	33	12	13	0	0	0	0	9	1.79176	.8857528319	420303	4203
75	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	33	12	22	0	0	0	0	7	1.09861	.8857528319	153302	1533
64	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	10	19	0	0	0	0	6	.693147	.8858632921	159202	1592
45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	10	21	1	30	12	1	7	1.60944	.8862969152	558101	5581
74	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	27	12	13	0	0	0	0	9	1.09861	.8873693072	586201	5862
68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	9	2	0	0	0	1	9	1.60944	.888128551	927303	9273
28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	38	10	11	0	0	0	1	8	1.94591	.8894195705	644806	6448
60	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	12	13	0	0	0	1	8	1.60944	.8899483878	1037701	10377
43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	7	6	1	31	8	1	8	2.07944	.8908571837	266302	2663
19	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	27	7	6	1	31	8	1	10	2.07944	.8908571837	266301	2663
82	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	15	39	0	0	0	1	6	1.09861	.8915069563	24902	249
15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	12	9	0	0	0	0	8	1.38629	.8919074257	148901	1489
86	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	14	19	0	0	0	1	8	1.09861	.8925325188	226503	2265
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	13	1	29	12	1	10	1.38629	.8936602837	861501	8615
76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	13	1	29	12	1	8	1.38629	.8936602837	861502	8615
54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	12	53	0	0	0	1	7	1.38629	.8940058265	464103	4641
56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34	10	27	0	0	0	1	6	1.09861	.8940058265	100504	1005
42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	12	53	0	0	0	1	9	1.38629	.8940058265	464102	4641
84	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	16	42	0	0	0	1	6	.693147	.8941318431	50601	506
75	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	35	0	5	1	32	12	1	6	1.60944	.8941318431	268102	2681
43	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36	14	35	0	0	0	1	9	.693147	.8941318431	68802	688
7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	10	14	0	0	0	0	8	1.79176	.8943264728	725904	7259
68	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	15	51	1	41	11	0	9	1.09861	.8943264728	76103	761
56	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	39	16	34	0	0	0	1	10	1.38629	.8943264728	904503	9045
54	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	37	10	14	0	0	0	1	6	1.79176	.8943264728	725905	7259
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	9	2	1	27	12	1	8	1.60944	.8947727571	22801	228
62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	33	11	9	0	0	0	1	7	1.09861	.8952315758	1033202	10332
54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	9	2	0	0	0	1	7	1.79176	.8953979036	58801	588
52	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	35	13	27	0	0	0	1	7	1.60944	.8954634548	70603	706
75	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	48	10	1	0	0	0	1	6	1.94591	.897003207	637111	6371
43	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	13	43	0	0	0	0	12	1.09861	.8974955934	174701	1747
35	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	13	43	0	0	0	0	8	1.09861	.8974955934	174702	1747
56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	32	0	0	0	1	6	.693147	.8974955934	557401	5574
66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	5	0	0	0	0	8	0	.8976299019	761801	7618
74	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	16	75	0	0	0	1	8	.693147	.8983041988	156201	1562
32	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	6	1	1	37	12	0	9	2.19722	.901247943	830504	8305
30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	31	13	25	0	0	0	1	7	1.09861	.9031779197	1225402	12254
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	8	3	0	0	0	0	11	1.38629	.9046145587	579601	5796
6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	12	10	0	0	0	0	8	1.38629	.9050555506	923303	9233
62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	33	15	10	0	0	0	1	8	1.09861	.9059555392	762602	7626
9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	33	10	11	1	36	10	1	12	1.60944	.9059555392	894902	8949
91	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	13	44	0	0	0	1	7	1.09861	.9063363705	804901	8049
82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	11	9	0	0	0	1	6	1.60944	.9068596444	821301	8213
71	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	38	12	12	0	0	0	0	9	1.38629	.9070352479	143503	1435
36	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	44	12	14	0	0	0	0	7	1.79176	.9073288374	28804	288
92	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	10	44	0	0	0	0	8	.693147	.9073895393	355401	3554
47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	10	11	0	0	0	0	7	1.60944	.9080490212	130802	1308
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	10	11	0	0	0	0	9	1.60944	.9080490212	130801	1308
28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	36	12	1	0	0	0	0	7	1.38629	.9092833293	122103	1221
88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	10	13	1	26	12	0	9	1.09861	.9099519713	259601	2596
76	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	34	12	19	0	0	0	1	9	1.38629	.910682435	354303	3543
16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	9	0	0	0	0	10	.693147	.9109020902	151701	1517
65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	30	12	13	0	0	0	0	9	1.60944	.9111438424	586202	5862
64	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	29	13	52	0	0	0	1	6	1.60944	.9125471545	563102	5631
9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	36	17	99	0	0	0	0	10	.693147	.9160378745	162301	1623
56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	34	12	12	0	0	0	0	6	1.38629	.9162564354	143502	1435
15	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	33	12	12	0	0	0	1	8	1.38629	.9162564354	143501	1435
70	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	5	0	0	0	0	7	1.94591	.9169993187	1195102	11951
10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	10	18	1	33	12	0	8	1.60944	.9177905206	282803	2828
83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	13	29	0	0	0	0	8	1.09861	.919036061	896201	8962
44	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	34	12	29	0	0	0	0	7	1.38629	.9197431893	1228203	12282
54	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	12	25	1	31	12	1	7	1.38629	.9205156905	545402	5454
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	25	0	0	0	0	7	1.38629	.9209182374	707701	7077
60	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	53	0	0	0	1	7	1.38629	.9212643911	464101	4641
10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	31	12	15	0	0	0	0	8	1.79176	.9221767034	629403	6294
22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	19	1	25	10	1	9	1.60944	.9222007299	365901	3659
1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	39	10	1	0	0	0	0	12	1.09861	.9224848411	927203	9272
96	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	41	13	43	0	0	0	0	7	1.09861	.9241707854	935902	9359
42	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	41	13	43	0	0	0	0	9	1.09861	.9241707854	935901	9359
61	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	32	12	4	1	27	10	1	8	1.38629	.9242578697	553701	5537
47	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	35	8	1	0	0	0	1	8	2.07944	.9255801716	604607	6046
61	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	44	12	15	0	0	0	0	7	1.60944	.9259907438	75605	756
54	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	38	14	17	0	0	0	1	7	1.60944	.9262092211	677405	6774
80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	40	12	13	0	0	0	1	8	.693147	.9262369308	446401	4464
82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	34	11	25	0	0	0	0	6	1.38629	.9263347136	674203	6742
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	3	0	0	0	0	8	1.38629	.9272912674	1033401	10334
55	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34	12	21	1	36	12	0	11	1.38629	.9284072532	154602	1546
50	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	35	9	4	0	0	0	0	8	1.38629	.9290971463	1057302	10573
82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	12	21	0	0	0	1	6	1.09861	.9314392291	623902	6239
21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	11	12	0	0	0	0	8	1.09861	.9314660687	478701	4787
22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	1	1	38	9	1	7	2.19722	.9316384379	159603	1596
65	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	10	32	0	0	0	1	7	1.94591	.9328830741	200205	2002
27	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	35	8	1	0	0	0	1	8	2.19722	.9330517648	121004	1210
88	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	11	9	0	0	0	0	6	1.79176	.9330918394	1033203	10332
75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	37	12	15	0	0	0	1	8	1.38629	.933547186	304902	3049
56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	12	62	0	0	0	0	6	1.38629	.9344001503	1048603	10486
68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	12	71	0	0	0	0	6	1.38629	.9350521117	202103	2021
82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	17	1	43	14	1	6	1.38629	.935558899	316402	3164
51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	24	9	4	0	0	0	1	8	.693147	.9362198981	181801	1818
70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	9	1	28	12	1	7	1.38629	.9371453957	762202	7622
86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	9	1	28	12	0	11	1.38629	.9371453957	762201	7622
16	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	38	14	32	1	44	12	0	8	1.60944	.9380713884	1191502	11915
35	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	37	11	7	1	36	8	1	9	1.60944	.939576901	1053803	10538
14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	13	0	0	0	0	7	.693147	.9398774135	781001	7810
38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	5	0	0	0	0	7	1.79176	.9398774135	793804	7938
53	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	5	0	0	0	0	9	1.79176	.9398774135	793802	7938
56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	29	0	0	0	1	6	1.09861	.9401805133	1179701	11797
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	15	0	0	0	1	7	1.38629	.940838844	619703	6197
60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	15	0	0	0	0	11	1.38629	.940838844	619701	6197
59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	15	0	0	0	0	10	1.38629	.940838844	619702	6197
43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	3	1	28	12	1	11	1.60944	.9417600785	812501	8125
4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	3	1	28	12	1	9	1.60944	.9417600785	812502	8125
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	3	1	28	12	1	8	1.60944	.9417600785	812503	8125
5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	36	7	2	0	0	0	1	9	1.09861	.9418082147	641002	6410
38	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	10	56	0	0	0	1	7	1.38629	.9427959907	383703	3837
87	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	10	56	0	0	0	0	10	1.38629	.9427959907	383702	3837
68	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	12	11	0	0	0	1	6	1.94591	.9441418122	850001	8500
52	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	40	12	3	0	0	0	0	7	1.09861	.9447755759	737702	7377
47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	30	13	10	0	0	0	0	6	1.60944	.9451741131	834303	8343
36	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	36	13	33	0	0	0	1	9	1.79176	.9451762523	925504	9255
75	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	13	0	0	0	0	8	.693147	.9455570837	849401	8494
20	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	6	1	1	39	6	0	11	2.19722	.9455570837	805902	8059
21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	12	3	0	0	0	0	8	.693147	.9455570837	737701	7377
80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	13	22	0	0	0	1	8	1.79176	.9474391384	928703	9287
45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	35	12	8	0	0	0	0	7	1.60944	.9478572424	593206	5932
91	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	39	12	21	0	0	0	0	7	1.94591	.9483762551	828604	8286
56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	12	8	0	0	0	1	6	1.09861	.9487888878	555001	5550
80	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32	14	23	1	26	12	0	7	1.38629	.9487888878	505901	5059
47	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	31	9	30	0	0	0	0	6	1.09861	.9487888878	1186101	11861
38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	13	0	0	0	1	7	1.09861	.9487888878	695202	6952
38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	32	12	29	0	0	0	0	7	1.38629	.9487888878	1228202	12282
50	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	27	0	0	0	1	7	1.09861	.9487888878	129601	1296
98	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32	14	39	0	0	0	1	6	.693147	.9487888878	712001	7120
38	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	12	8	0	0	0	0	7	.693147	.9487888878	688501	6885
5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	3	0	0	0	0	12	1.09861	.9494651249	604701	6047
20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	13	16	0	0	0	1	8	1.09861	.9502164398	803002	8030
16	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	43	12	13	0	0	0	0	8	1.60944	.9506136552	629002	6290
91	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	43	12	13	0	0	0	0	6	1.60944	.9506136552	629003	6290
71	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	34	12	7	0	0	0	1	7	1.38629	.9509294415	631203	6312
82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	13	0	0	0	0	6	1.09861	.9509294523	221201	2212
36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	39	11	6	0	0	0	0	10	.693147	.9514848867	817802	8178
19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	39	11	6	0	0	0	0	9	2.19722	.9514848867	828904	8289
6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	10	7	1	26	10	0	8	1.79176	.9516920723	239602	2396
68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	30	15	41	0	0	0	0	6	1.60944	.952353954	1200501	12005
39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	35	1	47	14	0	8	1.79176	.9526164392	764804	7648
25	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	35	1	47	14	0	12	1.79176	.9526164392	764802	7648
66	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	49	14	43	0	0	0	0	8	0	.9526990055	897404	8974
