test_pcntl	year2	year3	year4	year5	year6	year7	year8	year9	year10	year11	year12	year13	year14	year15	momrace1	momrace2	mage	mom_grade	momtest	spouse_yn	spouse_age	spouse_grade	csex2	childage	family_size	fincome	cpubid	momid
28	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	47	15	9	0	0	0	0	8	1.09861	1.749968271	1219302	12193
69	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	41	8	5	1	40	6	1	8	1.60944	1.749968271	1007203	10072
67	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	42	12	30	1	46	14	0	10	1.09861	1.749992583	355603	3556
94	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	16	76	1	47	19	1	6	1.60944	1.749992583	500202	5002
92	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	38	13	50	1	39	16	1	7	1.79176	1.749992583	753102	7531
54	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	39	14	69	1	34	14	0	7	1.60944	1.749992583	567301	5673
75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	32	1	33	12	1	7	1.60944	1.751256896	275301	2753
80	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	80	0	0	0	0	9	.693147	1.7513459	568601	5686
44	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	33	12	27	1	43	12	0	7	1.09861	1.751456058	717501	7175
60	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	36	12	35	0	0	0	0	8	1.09861	1.751456058	816902	8169
68	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	12	30	1	36	11	1	8	1.60944	1.751456058	506303	5063
57	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	31	14	45	0	0	0	1	8	.693147	1.751456058	616301	6163
62	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	32	13	23	0	0	0	1	9	1.09861	1.751759043	768802	7688
78	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	13	63	1	34	9	0	9	1.79176	1.752061935	453601	4536
36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	13	63	1	34	9	1	7	1.79176	1.752061935	453602	4536
47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	65	1	44	13	1	6	1.60944	1.752376297	444701	4447
34	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	42	14	29	0	0	0	1	8	.693147	1.75282134	696801	6968
44	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	38	12	22	1	48	12	0	14	1.38629	1.7532534	1056502	10565
36	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	10	2	1	31	11	1	12	1.79176	1.753652582	574001	5740
27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	10	2	1	31	11	1	9	1.79176	1.753652582	574002	5740
72	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	12	19	0	0	0	0	8	1.09861	1.754138722	1023702	10237
39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	12	14	0	0	0	1	8	1.09861	1.754945825	739102	7391
91	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	30	13	29	1	30	14	0	7	1.38629	1.756539451	184801	1848
58	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32	12	11	1	31	14	0	8	1.38629	1.756539451	1016801	10168
29	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	13	50	0	0	0	1	13	.693147	1.757433305	764901	7649
94	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	43	12	58	1	45	16	1	7	1.60944	1.757464598	186303	1863
82	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	42	14	80	1	45	16	1	7	1.38629	1.758895884	410902	4109
90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	91	1	27	12	1	9	1.60944	1.759420207	252301	2523
65	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	11	21	1	33	13	1	9	1.09861	1.759719104	125901	1259
68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	13	65	1	31	12	1	6	1.09861	1.759719104	256601	2566
43	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	40	13	77	0	0	0	0	8	1.09861	1.759766979	811303	8113
89	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	19	90	1	41	16	1	7	1.38629	1.759942914	383602	3836
96	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	12	32	1	36	12	0	9	1.79176	1.760353823	186204	1862
87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	22	0	0	0	1	11	.693147	1.763477008	1180001	11800
95	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	43	20	75	0	0	0	1	7	.693147	1.764936067	815001	8150
88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	31	16	27	1	33	16	1	6	1.38629	1.767438035	491001	4910
3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	65	1	33	12	0	9	1.60944	1.769197848	570702	5707
54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	12	42	1	33	10	0	8	1.79176	1.769831643	192702	1927
1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	41	12	17	1	43	12	1	11	1.38629	1.770682246	309302	3093
40	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	38	12	41	1	42	15	0	9	1.38629	1.770682246	752501	7525
36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	12	40	1	36	12	0	7	1.09861	1.770682246	176801	1768
66	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	34	14	56	1	36	13	0	7	1.09861	1.770682246	197201	1972
97	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	16	30	1	39	14	1	7	1.38629	1.770682246	400202	4002
99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	33	12	72	0	0	0	0	8	1.09861	1.770682246	322102	3221
86	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	16	30	1	39	14	0	8	1.38629	1.770682246	400201	4002
54	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	39	13	22	1	41	12	0	7	1.60944	1.770682246	40501	405
52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	12	23	0	0	0	1	8	1.09861	1.770812616	860102	8601
9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	37	12	17	0	0	0	1	11	2.19722	1.770898439	904806	9048
34	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	10	32	1	25	13	0	11	1.94591	1.771522267	834002	8340
80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	18	87	1	44	16	1	7	1.60944	1.772707222	118702	1187
21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	11	4	0	0	0	1	8	1.79176	1.772831633	611903	6119
94	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	11	4	0	0	0	0	6	1.79176	1.772831633	611904	6119
80	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	42	12	67	1	47	16	1	8	1.60944	1.773498768	552203	5522
27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	16	0	0	0	1	9	.693147	1.773908243	719901	7199
91	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	17	66	0	0	0	0	7	.693147	1.774685195	212601	2126
30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	8	1	33	11	1	7	1.38629	1.775467461	1213501	12135
78	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	12	62	1	37	12	0	7	2.30259	1.775467461	680702	6807
67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32	12	15	1	35	12	1	7	1.60944	1.775467461	767002	7670
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	25	1	29	14	0	10	1.38629	1.775549589	305701	3057
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	69	1	32	12	1	11	1.60944	1.775549589	512101	5121
28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	69	1	32	12	0	8	1.60944	1.775549589	512102	5121
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	32	1	26	12	0	8	1.38629	1.775549589	865201	8652
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	10	19	1	24	9	0	8	1.38629	1.775549589	511701	5117
56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	10	1	1	33	12	0	11	1.38629	1.775549589	819401	8194
39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	32	13	17	1	38	12	1	8	1.60944	1.775853231	895303	8953
36	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	12	35	1	34	12	1	7	1.79176	1.776073095	529804	5298
15	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	12	35	1	34	12	0	8	1.79176	1.776073095	529803	5298
28	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	27	1	31	12	1	7	1.38629	1.776125438	253604	2536
21	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	19	1	32	12	0	8	1.38629	1.776125438	1230302	12303
45	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	27	1	31	12	1	9	1.38629	1.776125438	253603	2536
84	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	44	1	33	14	1	7	1.60944	1.776125438	135202	1352
89	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	14	89	0	0	0	0	7	1.09861	1.776125438	247402	2474
54	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	44	1	33	14	1	8	1.60944	1.776125438	135201	1352
65	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	19	1	32	12	1	10	1.38629	1.776125438	1230301	12303
99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	38	0	0	0	0	9	.693147	1.776125438	5701	57
61	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	17	64	0	0	0	0	7	1.09861	1.776132522	687602	6876
84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	11	7	0	0	0	1	9	2.3979	1.776469166	717001	7170
88	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	19	96	1	31	19	0	7	1.38629	1.776495739	202702	2027
70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	19	96	1	31	19	0	8	1.38629	1.776495739	202701	2027
1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	12	19	1	29	12	1	10	1.60944	1.778587588	365903	3659
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	14	15	1	29	12	1	6	1.38629	1.77874448	906501	9065
69	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	41	9	6	1	46	12	0	7	1.60944	1.779551385	870803	8708
96	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	25	1	31	14	0	7	1.38629	1.7798223	305702	3057
22	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	10	22	1	31	12	0	7	1.60944	1.7810767	449003	4490
30	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	30	12	42	1	31	8	0	7	1.60944	1.781309021	574602	5746
63	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	34	17	59	1	39	14	1	7	1.38629	1.781309021	173501	1735
91	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	13	52	1	35	14	0	8	1.38629	1.781309021	254201	2542
82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	32	16	64	0	0	0	1	6	.693147	1.781309021	538701	5387
28	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	12	27	0	0	0	0	8	1.09861	1.781424277	129602	1296
27	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	12	34	1	30	13	0	8	1.38629	1.781805108	889001	8890
56	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	11	23	0	0	0	1	6	1.09861	1.781805108	1051601	10516
68	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	3	0	0	0	1	6	1.94591	1.781805108	902101	9021
42	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	12	32	0	0	0	0	7	.693147	1.781805108	992701	9927
78	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	13	36	1	31	12	0	6	1.60944	1.782396026	493003	4930
73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	13	81	1	28	12	0	7	1.38629	1.783517759	199401	1994
91	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	33	16	48	1	29	12	0	8	1.38629	1.783782605	273101	2731
91	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	40	13	17	0	0	0	1	9	1.38629	1.784105267	591904	5919
69	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	34	16	89	0	0	0	1	8	1.09861	1.784638458	538102	5381
56	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	10	1	32	12	1	6	1.09861	1.784674942	934001	9340
30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	13	32	1	30	12	1	7	1.60944	1.784798788	401502	4015
67	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	13	32	1	30	12	1	10	1.60944	1.784798788	401501	4015
82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	15	17	1	34	15	1	6	1.38629	1.78492262	864801	8648
51	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	16	29	1	28	12	0	7	1.38629	1.784975053	277101	2771
13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	36	12	24	1	44	12	1	9	1.38629	1.785437712	308001	3080
58	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	49	16	47	1	56	12	0	7	1.38629	1.787496703	842205	8422
18	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	11	49	1	32	12	0	9	1.60944	1.788449651	571302	5713
82	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	11	26	1	30	12	1	6	1.09861	1.788449651	103501	1035
92	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	43	10	3	1	46	12	1	6	1.60944	1.790967906	1003701	10037
74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	15	97	0	0	0	0	8	.693147	1.791422938	504401	5044
3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	9	7	1	34	11	0	12	1.60944	1.792681988	638301	6383
13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	9	7	1	34	11	0	11	1.60944	1.792681988	638302	6383
90	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	42	14	55	1	55	16	1	11	1.38629	1.793106944	985501	9855
88	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	41	14	55	1	55	16	1	8	1.38629	1.793106944	985502	9855
65	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	34	12	61	1	39	12	0	7	1.94591	1.793407743	977203	9772
71	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	47	14	37	1	48	12	0	7	1.79176	1.793491312	632206	6322
27	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	12	17	0	0	0	0	8	1.09861	1.793737498	356402	3564
56	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	37	12	61	0	0	0	0	6	1.09861	1.794428466	164002	1640
93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	13	31	1	26	15	1	6	1.09861	1.794474576	627001	6270
69	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	6	3	1	29	11	1	7	1.38629	1.795050335	546901	5469
75	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	41	16	70	1	43	12	0	6	1.38629	1.796234379	429602	4296
87	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	37	1	26	12	0	6	1.09861	1.797016797	9201	92
80	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	12	32	1	37	12	1	8	1.38629	1.797350493	312901	3129
44	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	35	16	48	1	31	12	1	7	1.38629	1.797350493	273102	2731
45	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	34	14	23	0	0	0	0	7	.693147	1.797350493	956001	9560
28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	37	17	35	0	0	0	0	8	1.09861	1.797613617	710502	7105
66	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	41	0	0	0	0	7	.693147	1.798104344	616001	6160
62	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	12	32	1	32	12	0	7	1.60944	1.798104344	186203	1862
43	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	31	13	15	1	29	12	1	8	1.60944	1.79833441	838901	8389
99	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	16	69	1	41	9	1	8	1.09861	1.798481433	476601	4766
82	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	41	1	25	12	1	6	1.09861	1.798727775	212001	2120
75	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	41	16	92	1	42	20	1	6	1.79176	1.798782747	537304	5373
80	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	16	92	1	42	20	0	8	1.79176	1.798782747	537303	5373
95	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	14	32	1	46	12	0	8	1.60944	1.798782747	1191503	11915
77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	11	1	1	34	14	1	7	1.09861	1.799266115	756501	7565
99	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	44	12	15	1	40	16	0	6	1.09861	1.799473383	351201	3512
71	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	49	15	30	1	50	12	1	7	1.38629	1.800977502	199502	1995
69	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	29	13	84	1	32	14	0	8	1.38629	1.802322368	405101	4051
11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	59	0	0	0	1	8	1.09861	1.802489699	248001	2480
75	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	11	35	1	34	11	1	8	1.38629	1.80265294	1201502	12015
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	30	1	30	12	0	6	1.38629	1.803281481	478002	4780
94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	30	1	30	12	1	8	1.38629	1.803281481	478001	4780
92	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	16	76	1	38	14	1	6	1.38629	1.803907894	388902	3889
68	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	12	27	1	34	14	1	6	1.60944	1.804565884	249201	2492
45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	35	1	35	12	1	9	1.38629	1.805496665	529402	5294
64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	35	1	35	12	0	11	1.38629	1.805496665	529401	5294
63	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	38	14	36	1	39	16	1	7	1.09861	1.806160018	366101	3661
45	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	12	17	1	33	12	0	8	1.38629	1.80623912	869302	8693
93	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	33	16	50	0	0	0	1	6	.693147	1.80623912	636701	6367
68	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	29	15	70	1	31	17	0	6	1.38629	1.80623912	514301	5143
76	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	43	14	84	1	45	19	1	12	1.38629	1.806480955	1210402	12104
62	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	34	12	18	1	34	12	1	7	1.38629	1.806518	976502	9765
52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	32	12	16	0	0	0	1	7	.693147	1.806875409	816001	8160
47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	32	11	26	1	42	12	0	7	1.60944	1.808008228	269002	2690
36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	35	12	18	1	38	12	1	7	1.60944	1.808008228	861803	8618
42	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	12	8	1	33	13	1	8	1.79176	1.808823251	907002	9070
78	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	12	14	1	32	12	1	9	1.60944	1.808823251	561403	5614
52	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35	16	62	1	34	13	1	7	1.09861	1.808823251	410801	4108
82	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	30	12	22	1	33	12	0	6	1.38629	1.809264841	349101	3491
28	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29	16	13	1	35	12	0	7	1.38629	1.810296558	51501	515
84	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	35	16	80	0	0	0	0	7	.693147	1.810296558	749801	7498
36	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	31	12	40	1	36	11	1	7	1.09861	1.810296558	91801	918
68	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	10	28	1	32	12	1	6	1.09861	1.810296558	557601	5576
54	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	33	14	12	1	34	14	0	8	1.38629	1.810296558	886402	8864
82	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	16	13	1	35	12	0	6	1.38629	1.810296558	51502	515
16	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	33	9	21	1	47	12	1	12	1.60944	1.811096239	928404	9284
74	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	33	13	48	0	0	0	0	8	1.60944	1.811196508	429503	4295
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	16	34	0	0	0	0	7	1.38629	1.812035797	395202	3952
91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	13	65	1	26	12	1	8	1.38629	1.812074364	283401	2834
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	13	65	1	26	12	0	6	1.38629	1.812074364	283402	2834
84	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	43	12	30	0	0	0	1	7	1.38629	1.812272154	47403	474
99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	12	53	1	32	12	0	7	1.38629	1.812493082	424901	4249
99	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	13	51	1	31	16	0	6	1.79176	1.812493082	112303	1123
68	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	13	42	1	25	12	1	6	1.38629	1.812493082	685402	6854
1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	30	13	51	1	31	16	0	11	1.79176	1.812493082	112301	1123
82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	13	42	1	25	12	1	6	1.38629	1.812493082	685401	6854
70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	12	19	1	52	11	0	7	1.09861	1.812493082	272201	2722
93	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	71	1	31	12	0	8	1.09861	1.812493082	277501	2775
18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	9	1	28	10	1	8	1.38629	1.813207113	553001	5530
93	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	46	14	69	0	0	0	1	7	.693147	1.814506792	814901	8149
60	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	33	1	29	12	1	7	1.60944	1.814594931	375901	3759
36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	12	46	0	0	0	1	9	1.09861	1.814594931	75502	755
28	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	16	63	1	34	13	0	8	1.94591	1.814594931	540603	5406
45	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	14	17	1	26	15	0	7	1.38629	1.814594931	1185501	11855
47	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	16	63	1	34	13	1	6	1.94591	1.814594931	540604	5406
82	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	15	18	1	26	14	1	8	1.38629	1.814594931	792801	7928
71	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	10	39	1	30	11	1	7	1.38629	1.814594931	154802	1548
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	12	87	0	0	0	0	10	1.09861	1.814770302	426801	4268
39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	56	1	30	12	1	9	1.38629	1.814770302	415101	4151
99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	12	1	1	33	8	0	6	1.09861	1.814770302	689001	6890
68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	12	56	1	30	12	1	6	1.38629	1.814770302	415102	4151
10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	11	35	1	29	11	0	8	1.38629	1.814770302	1201501	12015
86	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	44	17	84	1	45	16	1	7	1.38629	1.814908497	435202	4352
21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	29	10	12	1	36	6	0	11	1.79176	1.815769802	778901	7789
97	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	35	16	91	1	40	16	1	6	1.38629	1.816228199	158702	1587
69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	3	1	36	12	0	13	1.79176	1.81696021	243001	2430
15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	10	3	1	36	12	0	10	1.79176	1.81696021	243002	2430
58	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	16	95	1	39	14	1	8	1.38629	1.818421962	165801	1658
1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	42	13	10	1	43	12	1	10	1.94591	1.818424752	546706	5467
90	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	36	12	52	1	39	12	1	8	1.38629	1.818430111	352302	3523
28	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	36	12	12	1	38	12	0	7	1.38629	1.818430111	833402	8334
47	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	35	14	41	1	44	12	1	7	1.60944	1.818831461	833602	8336
46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	39	12	49	1	52	16	0	8	1.09861	1.819039681	150702	1507
24	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	12	38	1	30	12	0	8	1.38629	1.81961055	245002	2450
98	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	17	42	0	0	0	0	7	.693147	1.821025821	598301	5983
47	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	52	1	36	13	1	6	1.60944	1.821276997	531502	5315
39	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	31	14	52	1	36	13	0	8	1.60944	1.821276997	531501	5315
36	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	40	12	13	1	43	12	0	8	1.38629	1.822313244	528003	5280
