cpubid	momid	nonwhite	mage	mom_grade	momtest	csex2	childage	year2	year3	year4	year5	year6	year7	year8	year9	year10	year11	year12	year13	year14	year15	spouse_yn	spouse_age	spouse_grade	family_size	hincome	test_pcntl
667602	6676	1	29	14	44	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	2
369803	3698	1	29	12	21	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	66
121002	1210	1	24	8	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.60944	0	44
121001	1210	1	24	8	1	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.60944	0	19
921403	9214	1	32	9	13	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	58
1217202	12172	1	28	8	1	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	28
1217203	12172	1	27	8	1	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	33
909201	9092	1	26	12	34	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	79
909202	9092	1	26	12	34	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	82
758303	7583	1	36	12	19	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	35
725901	7259	1	30	10	14	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	35
911501	9115	1	25	12	50	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	47
213002	2130	0	32	12	51	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	1
779801	7798	1	26	12	5	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	12	1.09861	0	24
904805	9048	1	33	12	17	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94591	0	10
171401	1714	1	46	14	4	0	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	.693147	0	24
508902	5089	1	40	11	3	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	51
47501	475	0	38	12	13	1	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	.693147	0	64
140004	1400	1	39	8	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	54
556601	5566	0	24	12	39	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	1.38629	0	54
793805	7938	1	28	12	5	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	54
888802	8888	1	43	10	8	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.09861	0	31
436703	4367	0	43	10	31	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.38629	0	35
1217204	12172	1	30	8	1	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	15
1217205	12172	1	30	8	1	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	38
325903	3259	1	25	7	1	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30259	0	68
325901	3259	1	25	7	1	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30259	0	1
1208302	12083	0	28	12	36	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	22
667103	6671	1	37	12	4	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	7
667102	6671	1	36	12	4	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	16
202102	2021	0	32	12	71	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	91
200803	2008	0	34	14	66	1	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	95
407701	4077	0	32	12	66	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	54
1043302	10433	1	37	13	10	0	12	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	2
1013502	10135	1	28	10	11	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	82
1013501	10135	1	28	10	11	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	35
838701	8387	1	28	13	15	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	78
288502	2885	0	34	11	42	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	82
707702	7077	1	29	12	25	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	73
1190901	11909	0	35	12	42	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	.693147	0	96
802902	8029	1	31	14	19	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	33
552304	5523	0	30	8	9	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	30	10	1.79176	0	82
527103	5271	0	28	10	39	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	36	12	1.60944	0	52
1057902	10579	1	28	11	13	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	14
1057903	10579	1	28	11	13	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	47
239502	2395	1	29	12	6	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	2.07944	0	15
1033103	10331	1	28	10	3	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	26
1033104	10331	1	28	10	3	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	44
1033102	10331	1	28	10	3	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	5
744703	7447	1	30	11	16	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	27
928704	9287	1	44	13	22	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.60944	0	60
1034002	10340	1	25	12	9	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	65
552303	5523	0	28	8	9	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	10	1.79176	0	68
319001	3190	1	23	12	7	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	75
141201	1412	0	25	12	17	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56
1034001	10340	1	25	12	9	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	39
826401	8264	1	30	8	4	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	44	12	1.79176	0	82
63202	632	0	28	8	4	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	10	1.60944	0	39
177801	1778	0	28	11	45	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	63
599901	5999	1	26	10	3	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	28
231502	2315	0	29	8	9	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	56
576601	5766	1	28	12	17	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	34	11	1.38629	0	30
1195101	11951	1	26	12	5	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	38
160004	1600	0	30	13	52	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	54
160003	1600	0	31	13	52	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	45
853201	8532	1	25	12	10	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	47
95301	953	0	27	12	73	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	42
20401	204	1	31	11	22	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	72
755301	7553	1	45	13	15	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	.693147	0	82
752002	7520	1	32	10	2	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	11
642802	6428	1	49	12	2	1	7	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	.693147	0	36
908001	9080	1	26	9	5	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	28
1053801	10538	1	24	11	7	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	8	1.38629	0	47
908002	9080	1	26	9	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	32
183901	1839	1	27	12	5	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.38629	0	72
555502	5555	0	35	11	59	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	47
302	3	0	31	10	46	1	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.60944	0	65
140605	1406	1	31	9	5	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	39
665101	6651	1	29	9	6	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	34
158401	1584	0	28	12	76	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	43
1050605	10506	1	41	10	5	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	51	12	1.94591	0	80
1050604	10506	1	41	10	5	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	51	12	1.94591	0	50
157102	1571	0	34	13	65	1	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	21
863902	8639	1	31	11	11	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	21
533803	5338	0	31	12	35	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	30
492003	4920	0	26	11	39	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	84
264001	2640	0	26	9	38	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	26	10	1.38629	0	54
667603	6676	1	30	16	44	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	28
696703	6967	1	33	11	4	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94591	0	51
629301	6293	1	29	12	6	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	28
629303	6293	1	29	12	6	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	68
606904	6069	1	40	10	11	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	44
212802	2128	0	31	12	10	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	37	12	1.38629	0	68
744704	7447	1	34	11	16	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	6
723202	7232	1	53	12	13	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	.693147	0	20
1004701	10047	1	25	12	26	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	56
267701	2677	1	31	13	31	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	30	10	1.38629	0	66
530801	5308	0	30	12	9	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	25	10	1.38629	0	42
915701	9157	1	26	11	18	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	21
1178901	11789	0	26	12	52	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	47
1195802	11958	0	44	14	27	0	9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.09861	0	80
755101	7551	1	36	12	17	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2.19722	0	92
597304	5973	1	36	14	55	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	43
886702	8867	1	29	12	10	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	36
921402	9214	1	30	9	13	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	58
921401	9214	1	30	9	13	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	50
189801	1898	0	28	12	88	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.38629	0	95
1053802	10538	1	33	11	7	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	8	1.38629	0	39
994503	9945	1	35	6	4	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	52	6	1.79176	0	10
721702	7217	1	26	10	4	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	66
721701	7217	1	26	10	4	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	19
628002	6280	1	29	9	1	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	47
920601	9206	1	28	10	8	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	3
920602	9206	1	27	10	8	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	14
597306	5973	1	40	15	55	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.79176	0	21
597305	5973	1	40	15	55	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.79176	0	21
1000001	10000	1	25	11	5	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	82
797101	7971	1	27	10	4	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	0	22
869602	8696	1	27	12	18	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94591	0	54
224601	2246	0	41	13	79	1	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	.693147	0	68
1193301	11933	1	40	12	11	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.60944	0	54
242401	2424	0	35	12	59	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	.693147	0	64
267902	2679	1	27	11	44	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.94591	0	78
412303	4123	1	34	12	10	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	28
412301	4123	1	28	12	10	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	73
794503	7945	1	30	10	18	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	47
928401	9284	1	25	12	21	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	88
928402	9284	1	26	12	21	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	15
24901	249	0	24	14	39	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	47
870801	8708	1	25	9	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	56
718101	7181	1	30	12	12	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	26
481003	4810	0	35	13	84	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	44
835401	8354	1	30	12	13	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	12	1.38629	0	99
508502	5085	1	33	12	11	1	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	88
255902	2559	0	25	11	57	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	30
255901	2559	0	26	11	57	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	5
371902	3719	0	32	12	34	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	36	12	1.38629	0	72
361001	3610	0	32	12	28	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	82
722801	7228	1	32	11	19	1	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	34
1002607	10026	1	34	6	4	1	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	42	0	2.19722	0	5
604604	6046	1	29	8	1	1	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	2
604605	6046	1	29	8	1	1	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	2
927304	9273	1	37	9	2	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	10
633501	6335	1	26	14	18	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.60944	0	45
1000003	10000	1	31	11	5	1	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	68
994501	9945	1	29	6	4	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	45	3	1.60944	0	3
904803	9048	1	28	12	17	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94591	0	21
637502	6375	1	24	8	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	50
828703	8287	1	33	9	5	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	81
956701	9567	1	33	13	11	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	73
1185602	11856	1	30	12	13	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	15
400702	4007	1	32	13	43	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	79
631102	6311	1	46	12	79	1	8	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.09861	0	39
597601	5976	1	25	16	29	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	49
863101	8631	1	33	12	1	0	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	2
630802	6308	1	26	12	5	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	6
630801	6308	1	26	12	5	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	74
675201	6752	1	26	14	37	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	11	1.38629	0	27
423104	4231	0	42	14	38	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.09861	0	11
121201	1212	1	28	11	2	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	71
402401	4024	0	29	7	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	0	9
402402	4024	0	28	7	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	0	27
1003601	10036	1	31	3	6	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	4	1.79176	0	68
1003602	10036	1	31	3	6	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	4	1.79176	0	30
1003603	10036	1	31	3	6	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	4	1.79176	0	68
753101	7531	1	29	13	50	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	31	15	1.09861	0	97
631801	6318	1	29	14	8	1	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	34
595101	5951	1	27	9	2	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	11	1.79176	0	22
595102	5951	1	26	9	2	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	11	1.79176	0	47
616105	6161	1	42	12	22	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.60944	0	82
1058602	10586	1	24	11	10	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	44
712703	7127	1	34	11	5	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94591	0	5
140103	1401	1	28	8	24	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	8
140102	1401	1	27	8	24	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	38
140104	1401	1	27	8	24	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	11
140101	1401	1	27	8	24	1	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	26
200202	2002	0	27	10	32	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	61
580502	5805	1	31	12	35	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	62
140901	1409	0	26	12	28	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.38629	0	71
58802	588	0	27	8	2	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	73
894601	8946	1	27	12	49	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	27	7	1.38629	0	61
671101	6711	1	25	12	29	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	12	1.09861	0	87
528303	5283	0	38	11	16	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	21
1058201	10582	1	27	12	61	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	89
929804	9298	1	42	12	85	1	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.38629	0	54
929803	9298	1	42	12	85	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.38629	0	91
929805	9298	1	41	12	85	0	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.38629	0	73
9802	98	0	41	13	71	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	40	16	1.60944	0	98
198601	1986	0	41	14	58	0	10	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	.693147	0	71
235502	2355	1	32	9	5	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	2
235503	2355	1	32	9	5	0	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	16
866502	8665	1	28	12	16	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	82
279203	2792	1	36	12	2	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	10
628203	6282	1	27	11	16	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	44
628202	6282	1	26	11	16	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	2
453703	4537	1	32	10	33	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	46
648102	6481	1	41	16	16	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	56
744101	7441	1	22	9	3	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	52
744102	7441	1	22	9	3	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.07944	0	47
508501	5085	1	23	12	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	93
854001	8540	1	28	12	25	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.38629	0	51
624301	6243	1	27	13	16	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	14	1.38629	0	68
800104	8001	1	30	11	39	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	60
1023403	10234	1	30	12	27	1	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	54
335802	3358	0	44	16	84	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	39
607801	6078	1	28	13	34	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	75
607802	6078	1	29	13	34	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	90
864202	8642	1	40	12	10	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	.693147	0	36
376802	3768	0	27	7	19	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	11	1.38629	0	22
376801	3768	0	27	7	19	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	11	1.38629	0	20
925503	9255	1	32	11	33	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	25
925502	9255	1	32	11	33	0	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	87
714402	7144	1	34	10	57	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	10
153204	1532	0	42	12	35	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.38629	0	16
1042201	10422	1	28	13	17	0	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	31
161701	1617	0	30	12	28	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	64
984002	9840	1	29	17	27	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	63
22104	221	1	33	10	2	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	52
838903	8389	1	39	13	15	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	80
517601	5176	0	38	12	39	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	.693147	0	94
574603	5746	1	34	13	42	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	54
431001	4310	0	25	10	49	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	44
129702	1297	1	30	11	2	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	57
533802	5338	0	29	12	35	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	28
951701	9517	1	27	9	55	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	49
951702	9517	1	27	9	55	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	62
833002	8330	1	37	12	6	1	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	12	1.38629	0	70
