cpubid	momid	nonwhite	mage	mom_grade	momtest	csex2	childage	year2	year3	year4	year5	year6	year7	year8	year9	year10	year11	year12	year13	year14	year15	spouse_yn	spouse_age	spouse_grade	family_size	hincome	test_pcntl
533303	5333	0	34	13	53	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	43	14	1.60944	0	44
452301	4523	0	26	11	57	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.38629	0	61
871403	8714	1	35	12	15	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	35	12	1.60944	0	63
243602	2436	0	32	12	32	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	35	12	1.38629	0	47
1048103	10481	1	35	11	57	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	43
695303	6953	1	33	13	42	1	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	88
128602	1286	1	39	16	10	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.09861	0	45
497403	4974	0	32	12	75	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	40	11	1.79176	0	38
306601	3066	1	31	12	56	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	57	12	1.38629	0	30
528603	5286	0	30	10	28	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	35	12	1.60944	0	32
244101	2441	0	25	12	27	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	0	68
561901	5619	1	29	12	13	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	44
910903	9109	1	34	12	8	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	30	12	1.60944	0	41
38802	388	1	35	15	71	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2.3979	0	16
913401	9134	1	36	13	86	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	37	13	1.38629	0	68
1208702	12087	0	42	13	25	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	40	15	1.09861	0	86
243501	2435	0	33	12	85	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	42
551101	5511	0	36	14	64	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	39	14	1.38629	0	73
1044801	10448	1	32	14	58	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	54
570502	5705	0	33	12	77	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76
723101	7231	1	38	13	29	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	.693147	0	60
948502	9485	1	29	12	28	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	32	12	1.79176	0	51
181604	1816	1	41	9	12	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.60944	0	38
864302	8643	1	39	12	12	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	12	1.38629	0	54
1003203	10032	1	29	9	7	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	42	8	2.07944	0	31
839103	8391	1	36	12	36	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	47
378704	3787	0	43	15	67	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.38629	0	46
604803	6048	1	31	12	29	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	45
473402	4734	0	29	12	24	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.94591	0	14
527102	5271	0	26	10	39	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	12	1.60944	0	62
527101	5271	0	26	10	39	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	12	1.60944	0	27
278101	2781	0	26	12	54	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	10	1.60944	0	68
116301	1163	0	27	10	24	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	12	1.09861	0	68
149401	1494	0	26	13	45	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.60944	0	93
602301	6023	1	24	12	19	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	25	12	1.60944	0	68
37401	374	0	25	12	16	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.60944	0	93
707402	7074	1	35	16	58	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	80
1050001	10500	1	34	12	18	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	38	14	1.38629	0	56
550901	5509	0	25	12	9	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	11	1.09861	0	68
316503	3165	0	43	12	35	1	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	45	12	1.60944	0	54
331505	3315	1	32	12	34	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	30	13	1.94591	0	39
331506	3315	1	32	12	34	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	30	13	1.94591	0	90
582003	5820	1	38	15	8	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	35	11	1.79176	0	2
364805	3648	0	33	12	35	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	22
987001	9870	1	28	12	44	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	43
6203	62	0	44	12	31	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.38629	0	81
504902	5049	0	29	12	59	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.60944	0	47
472604	4726	0	48	16	33	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1.38629	0	61
154603	1546	0	31	12	21	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	39	12	1.38629	0	47
1037902	10379	1	37	12	46	1	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	73
1216202	12162	1	43	12	26	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	12
552602	5526	0	42	8	11	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	10	1.38629	0	52
282601	2826	0	38	12	47	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	33	14	1.60944	0	39
282602	2826	0	38	12	47	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	33	14	1.60944	0	57
706605	7066	1	30	12	16	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	48	5	1.94591	0	14
830903	8309	1	27	7	5	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	11	1.94591	0	30
559503	5595	0	36	14	28	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	50	11	1.60944	0	44
426204	4262	0	38	7	41	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	39	7	1.38629	0	36
871401	8714	1	29	12	15	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	0	82
424902	4249	0	33	12	53	0	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	44
848001	8480	1	28	12	9	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	36	12	1.38629	0	72
572901	5729	1	34	13	13	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	34	12	1.79176	0	80
746403	7464	1	35	12	14	1	8	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	12	1.79176	0	64
746404	7464	1	36	12	14	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	12	1.79176	0	68
92802	928	0	31	16	44	1	8	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	69
804403	8044	1	32	14	30	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	36	12	1.60944	0	38
1037802	10378	1	29	14	44	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	30	14	1.60944	0	64
345902	3459	0	40	15	72	1	7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1.09861	0	98
265101	2651	1	25	11	35	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.63906	0	77
526801	5268	0	31	10	69	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	93
498101	4981	1	27	12	17	1	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	62
930801	9308	1	26	12	27	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	82
952901	9529	1	32	4	6	1	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	4	1.60944	0	3
918203	9182	1	31	12	7	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.60944	0	56
498102	4981	1	26	12	17	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	68
817404	8174	1	32	8	4	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	68
952902	9529	1	32	4	6	0	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	4	1.60944	0	3
817403	8174	1	32	8	4	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	14
164803	1648	0	48	9	5	1	13	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.09861	0	11
164802	1648	0	48	9	5	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1.09861	0	9
73903	739	0	36	12	35	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	88
837602	8376	1	37	12	13	1	9	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2.19722	0	27
123603	1236	0	44	12	22	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	45	12	1.60944	0	79
587003	5870	1	37	12	8	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	53	13	1.60944	0	66
213402	2134	0	27	9	7	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.38629	0	28
1011204	10112	1	31	11	29	1	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	8	1.79176	0	52
123803	1238	0	30	12	62	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	12	1.94591	0	73
742301	7423	1	38	16	76	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	82
228103	2281	0	37	12	15	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	39	12	1.60944	0	3
413602	4136	0	30	8	2	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.79176	0	30
798501	7985	1	25	12	24	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	13	1.38629	0	56
273701	2737	0	27	12	76	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	0	39
994002	9940	1	30	9	8	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	40	12	1.60944	0	39
788603	7886	1	26	9	35	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	10	1.60944	0	56
99801	998	0	30	12	91	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	12	1.38629	0	47
363701	3637	0	28	12	23	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	35
750405	7504	1	38	12	9	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	12	1.94591	0	58
511703	5117	0	42	9	19	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	35	11	1.09861	0	75
399602	3996	1	39	14	5	1	13	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	.693147	0	36
688502	6885	1	38	12	8	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	36	10	1.38629	0	28
750404	7504	1	38	12	9	0	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	12	1.94591	0	36
792702	7927	1	28	12	43	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.79176	0	48
792701	7927	1	28	12	43	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.79176	0	74
570701	5707	0	28	12	65	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.60944	0	79
861901	8619	1	33	16	43	1	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	4
469001	4690	0	29	12	80	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.79176	0	95
115801	1158	1	32	14	22	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	53
783101	7831	1	28	12	19	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	1
190401	1904	0	25	12	86	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	24	12	1.38629	0	82
819501	8195	1	28	11	12	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	12	1.60944	0	56
819502	8195	1	28	11	12	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	34	12	1.60944	0	90
245402	2454	0	36	13	24	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.09861	0	75
478403	4784	0	33	12	21	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	62
943301	9433	1	26	11	2	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	47	14	1.60944	0	93
814005	8140	1	40	13	12	1	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	84
814004	8140	1	40	13	12	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	91
938301	9383	1	28	8	8	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	37	5	1.38629	0	52
449602	4496	0	34	12	66	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	54
383701	3837	0	25	10	56	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	36	16	1.60944	0	71
305103	3051	0	43	9	34	0	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	.693147	0	68
698902	6989	1	31	14	39	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	70
70601	706	0	29	12	27	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	0	59
70602	706	0	29	12	27	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.60944	0	30
483702	4837	0	30	11	56	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	10	1.38629	0	68
782201	7822	1	40	14	15	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	.693147	0	47
762503	7625	1	43	13	30	1	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	40	13	1.79176	0	47
762504	7625	1	42	13	30	1	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	40	13	1.79176	0	84
1192304	11923	0	42	14	44	0	8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	44	12	1.79176	0	43
616102	6161	1	30	12	22	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	77
643403	6434	1	42	12	7	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.79176	0	8
207101	2071	0	38	13	74	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	46	12	1.79176	0	71
839801	8398	1	30	12	22	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	30	12	1.09861	0	53
25801	258	0	28	14	81	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.60944	0	68
583901	5839	1	26	12	29	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	82
49202	492	0	37	12	53	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37	12	1.60944	0	71
762502	7625	1	40	13	30	1	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	38	13	1.79176	0	73
186601	1866	0	34	12	41	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	37	12	1.09861	0	38
228102	2281	0	30	12	15	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	12	1.60944	0	27
851401	8514	1	29	14	22	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	78
561204	5612	1	29	12	48	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	37	12	1.79176	0	68
374101	3741	0	31	12	18	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	35	13	1.60944	0	47
335001	3350	0	36	14	53	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	38	12	1.38629	0	94
1057303	10573	1	39	9	4	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	73
1188601	11886	0	28	14	80	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.38629	0	62
525602	5256	0	37	13	29	1	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.09861	0	77
712603	7126	1	29	12	14	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	91
371501	3715	0	29	12	79	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	10	1.60944	0	38
418403	4184	1	32	12	39	0	10	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	24	95	2.19722	0	24
418402	4184	1	31	12	39	1	11	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	24	95	2.19722	0	76
418404	4184	1	32	12	39	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	24	95	2.19722	0	82
204601	2046	0	37	12	11	1	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.09861	0	64
454301	4543	1	25	12	13	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	11	1.38629	0	16
934101	9341	1	34	15	27	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	90
397001	3970	0	36	16	82	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	32	16	1.60944	0	66
403701	4037	0	30	14	78	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	47	12	1.09861	0	82
904002	9040	1	28	12	2	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	31	13	1.60944	0	58
821701	8217	1	26	16	53	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	90
554801	5548	0	25	12	32	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23	12	1.38629	0	95
601501	6015	1	25	15	45	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	91
975602	9756	1	28	12	9	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.38629	0	36
782901	7829	1	24	12	12	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	84
121601	1216	1	25	10	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.79176	0	64
145101	1451	1	23	8	10	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.38629	0	81
782301	7823	1	26	12	11	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	14	1.38629	0	68
739101	7391	1	28	12	14	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.38629	0	82
975601	9756	1	28	12	9	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.38629	0	36
571301	5713	0	24	11	49	0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.60944	0	11
910003	9100	1	35	14	25	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	64
265501	2655	1	34	10	8	0	10	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	40	95	2.30259	0	2
265503	2655	1	34	10	8	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	40	95	2.30259	0	36
265502	2655	1	34	10	8	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	40	95	2.30259	0	7
814402	8144	1	38	11	4	1	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.38629	0	20
814403	8144	1	38	11	4	0	10	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.38629	0	26
849002	8490	1	34	12	17	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	35	13	1.38629	0	38
227102	2271	1	40	12	16	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	36	12	1.38629	0	90
724603	7246	1	44	12	13	0	13	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	.693147	0	36
1050702	10507	1	33	13	35	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	34	14	1.60944	0	70
145503	1455	0	33	7	15	1	13	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	34	9	1.79176	0	1
1031701	10317	1	28	12	17	0	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	50
221101	2211	1	29	12	15	1	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	56
239802	2398	0	30	10	23	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	36	12	1.38629	0	22
827301	8273	1	27	12	67	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	22
538702	5387	0	41	16	64	1	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	41	12	1.94591	0	28
783103	7831	1	34	12	19	0	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1.60944	0	4
543601	5436	0	35	12	29	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	33	12	1.60944	0	54
543602	5436	0	35	12	29	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	33	12	1.60944	0	36
629503	6295	1	38	15	7	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1.38629	0	4
190001	1900	0	28	15	92	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.38629	0	68
453902	4539	0	37	14	66	1	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	37	14	1.60944	0	72
209403	2094	0	28	10	8	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.60944	0	44
209402	2094	0	28	10	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.60944	0	89
209401	2094	0	28	10	8	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	27	12	1.60944	0	87
326002	3260	1	26	8	2	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30259	0	4
326001	3260	1	26	8	2	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30259	0	20
40202	402	0	34	12	29	1	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	38
971102	9711	1	49	16	13	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	49	14	1.60944	0	36
115901	1159	1	34	5	35	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	.693147	0	89
259201	2592	0	27	10	39	1	9	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	24	12	1.09861	0	94
193602	1936	0	45	15	79	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	39	12	1.38629	0	47
953601	9536	1	35	13	16	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	61
546602	5466	1	33	12	14	1	6	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	36	12	1.38629	0	68
977202	9772	1	30	12	61	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	35	12	1.60944	0	54
953602	9536	1	35	13	16	0	7	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	47
271002	2710	1	32	12	7	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1.38629	0	35
983801	9838	1	27	14	49	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	29	12	1.38629	0	92
99802	998	0	36	12	91	1	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	39	12	1.60944	0	78
889602	8896	1	39	16	53	1	9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	43	14	1.38629	0	80
848202	8482	1	49	14	13	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1.09861	0	67
528604	5286	0	46	12	28	0	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	51	12	1.09861	0	91
708102	7081	1	37	14	30	0	8	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.09861	0	80
248302	2483	0	42	12	27	1	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	47	10	1.09861	0	64
561203	5612	1	27	12	48	1	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	12	1.79176	0	67
1218801	12188	1	27	12	12	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30	12	1.38629	0	43
561202	5612	1	28	12	48	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	35	12	1.79176	0	44
379102	3791	0	30	12	77	1	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	84
704901	7049	1	26	11	59	1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	32	11	1.38629	0	35
548301	5483	1	36	15	20	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	33	12	1.38629	0	47
156402	1564	0	48	14	75	1	7	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	54	12	1.38629	0	97
476302	4763	0	28	12	42	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.38629	0	40
476301	4763	0	28	12	42	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	12	1.38629	0	51
830901	8309	1	24	7	5	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	10	1.94591	0	82
830902	8309	1	25	7	5	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	31	10	1.94591	0	38
829606	8296	1	48	11	4	1	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	53	12	1.38629	0	55
320402	3204	0	35	12	41	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.09861	0	71
320401	3204	0	36	12	41	1	12	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.09861	0	44
225102	2251	1	26	9	8	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	28	12	1.38629	0	68
273601	2736	0	22	12	53	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09861	0	93
