"C0000100","C0000200","C0005300","C0005400","C0005500","C0005700","C0005701","C0005702","C0007000","C0054101","C0057501","C0058701","C0059901","C0061100","C0061112","C0061116","C0061120","C0061122","C0061124","C0061126","C0061128","C0061130","C0061132","C0093100","C0093110","C0093200","C0093800","C0099300","C0099310","C0099400","C0100000","C0105500","C0105510","C0105600","C0106200","C0111700","C0111710","C0111800","C0112400","C0119400","C0120000","C0120010","C0120100","C0125800","C0126400","C0126500","C0126600","C0127617","C0127623","C0127624","C0127625","C0127917","C0127923","C0127924","C0127925","C0128017","C0128023","C0128024","C0128025","C0580600","C0800100","C0999300","C1199300","C1508300","C1565200","C1800600","C1988000","C1988500","C1988600","C1988700","C2494000","C2494500","C2494600","C2494700","C2504200","C2521800","C2522300","C2522400","C2522500","C2532700","C2792300","C2792800","C2792900","C2793000","C2803500","C3101800","C3102300","C3102400","C3102500","C3112000","C3602400","C3604100","C3604600","C3604700","C3604800","C3615700","C3982400","C3984100","C3984600","C3984700","C3984800","C3994300","C5526200","C5528000","C5528500","C5528600","C5528700","C5538300","C5802500","C5804300","C5804800","C5804900","C5805000","C5814100","Y2267000","Y3299900"
596505,5965,2,2,3,1995,-7,-7,32,11,12,12,12,12,12,12,12,12,12,12,12,12,12,0,-7,-7,8,0,-7,-7,4,0,-7,-7,4,0,-7,-7,5,6,0,-7,-7,5,0,-7,-7,4,0,-7,-7,4,0,-7,-7,5,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,5,0,-7,-7,-7,5,0,-7,-7,50,3,0,-7,-7,56,2,0,-7,-7,56,12,2,0,-7,-7,53,12,2,0,-7,-7,-7,12,2,0,-7,-7,-7,12,3,1,63,12,-7,512,3
596901,5969,2,1,5,1995,-7,-7,36,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,1,0,-7,-7,1,0,-7,-7,1,0,-7,-7,1,0,-7,-7,3,1,39,16,-7,-7,-7,-7,-7,-7,-7,4,1,41,16,4,1,43,16,-7,4,1,45,16,82,4,1,47,16,45,4,1,49,16,60,14,4,1,51,16,49,14,4,1,52,16,-7,14,4,1,55,16,-7,14,4,1,58,16,-7,512,-7
596902,5969,2,1,3,1997,-7,-7,38,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,1,0,-7,-7,1,0,-7,-7,1,0,-7,-7,1,0,-7,-7,3,1,39,16,-7,-7,-7,-7,-7,-7,-7,4,1,41,16,4,1,43,16,-7,4,1,45,16,-7,4,1,47,16,54,4,1,49,16,18,14,4,1,51,16,1,14,4,1,52,16,49,14,4,1,55,16,-7,14,4,1,58,16,-7,512,-7
597301,5973,2,1,6,1979,-7,-7,17,-7,12,12,12,12,14,14,14,14,14,14,15,15,15,-7,-7,-7,-7,1,22,-3,3,0,-7,-7,2,0,-7,-7,5,5,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,6,0,-7,-7,38,-3,9,-7,-7,-7,-7,6,0,-7,-7,5,0,-7,-7,-7,6,0,-7,-7,-7,1,0,-7,-7,-7,6,0,-7,-7,-7,12,6,0,-7,-7,-7,14,5,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
597302,5973,2,1,10,1985,-7,-7,23,-7,12,12,12,12,14,14,14,14,14,14,15,15,15,-7,-7,-7,-7,1,22,-3,3,0,-7,-7,2,0,-7,-7,5,5,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,0,-7,-7,5,0,-7,-7,-7,6,0,-7,-7,-7,1,0,-7,-7,-7,6,0,-7,-7,-7,12,6,0,-7,-7,-7,14,5,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
597303,5973,2,2,7,1988,-7,-7,26,-7,12,12,12,12,14,14,14,14,14,14,15,15,15,-7,-7,-7,-7,1,22,-3,3,0,-7,-7,2,0,-7,-7,5,5,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,68,99,24,6,0,-7,-7,5,0,-7,-7,56,6,0,-7,-7,32,1,0,-7,-7,-7,6,0,-7,-7,-7,12,6,0,-7,-7,-7,14,5,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,4
597304,5973,2,1,9,1990,-7,-7,28,-7,12,12,12,12,14,14,14,14,14,14,15,15,15,-7,-7,-7,-7,1,22,-3,3,0,-7,-7,2,0,-7,-7,5,5,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,43,6,0,-7,-7,5,0,-7,-7,41,6,0,-7,-7,-7,1,0,-7,-7,15,6,0,-7,-7,-7,12,6,0,-7,-7,-7,14,5,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
597305,5973,2,1,12,1994,-7,-7,32,-7,12,12,12,12,14,14,14,14,14,14,15,15,15,-7,-7,-7,-7,1,22,-3,3,0,-7,-7,2,0,-7,-7,5,5,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,0,-7,-7,5,0,-7,-7,-7,6,0,-7,-7,21,1,0,-7,-7,22,6,0,-7,-7,9,12,6,0,-7,-7,21,14,5,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
597306,5973,2,2,12,1994,-7,-7,32,-7,12,12,12,12,14,14,14,14,14,14,15,15,15,-7,-7,-7,-7,1,22,-3,3,0,-7,-7,2,0,-7,-7,5,5,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,0,-7,-7,5,0,-7,-7,-7,6,0,-7,-7,21,1,0,-7,-7,9,6,0,-7,-7,7,12,6,0,-7,-7,18,14,5,0,-7,-7,-7,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-2
597307,5973,2,2,7,1996,-7,-7,34,-7,12,12,12,12,14,14,14,14,14,14,15,15,15,-7,-7,-7,-7,1,22,-3,3,0,-7,-7,2,0,-7,-7,5,5,0,-7,-7,4,0,-7,-7,4,0,-7,-7,4,0,-7,-7,6,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,6,0,-7,-7,5,0,-7,-7,-7,6,0,-7,-7,-7,1,0,-7,-7,32,6,0,-7,-7,22,12,6,0,-7,-7,8,14,5,0,-7,-7,2,12,4,0,-7,-7,-7,12,1,0,-7,-7,-7,512,-7
597601,5976,2,2,7,1979,-7,-7,16,9,12,14,14,16,13,14,20,20,14,20,20,20,20,0,-7,-7,5,0,-7,-7,6,0,-7,-7,2,0,-7,-7,3,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,49,38,31,-7,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,5,1,35,12,-7,5,1,-3,-7,-7,3,0,-7,-7,-7,20,3,0,-7,-7,-7,19,3,0,-7,-7,-7,19,2,0,-7,-7,-7,19,2,0,-7,-7,-7,512,-7
597602,5976,2,1,9,1984,-7,-7,21,9,12,14,14,16,13,14,20,20,14,20,20,20,20,0,-7,-7,5,0,-7,-7,6,0,-7,-7,2,0,-7,-7,3,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,-7,68,54,70,49,45,3,0,-7,-7,3,0,-7,-7,-7,5,1,35,12,-7,5,1,-3,-7,-7,3,0,-7,-7,-7,20,3,0,-7,-7,-7,19,3,0,-7,-7,-7,19,2,0,-7,-7,-7,19,2,0,-7,-7,-7,512,-7
597603,5976,2,1,10,2002,-7,-7,39,9,12,14,14,16,13,14,20,20,14,20,20,20,20,0,-7,-7,5,0,-7,-7,6,0,-7,-7,2,0,-7,-7,3,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,5,1,35,12,-7,5,1,-3,-7,-7,3,0,-7,-7,-7,20,3,0,-7,-7,-3,19,3,0,-7,-7,-3,19,2,0,-7,-7,-3,19,2,0,-7,-7,-3,512,-7
597701,5977,2,1,2,1992,-7,-7,27,9,11,12,12,12,-7,15,16,16,16,-7,-7,20,20,0,-7,-7,6,0,-7,-7,6,0,-7,-7,4,0,-7,-7,3,1,0,-7,-7,-7,-7,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-3,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,2,0,-7,-7,-3,2,0,-7,-7,-3,16,2,0,-7,-7,-7,16,2,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,16,2,0,-7,-7,-7,512,-7
597801,5978,2,2,10,1974,-7,-7,16,13,13,13,-7,13,13,13,13,13,13,13,-7,-7,-7,0,-7,-7,8,0,-7,-7,7,0,-7,-7,7,-7,-7,-7,-7,2,0,-7,-7,7,0,-7,-7,6,0,-7,-7,1,0,-7,-7,1,0,-7,-7,-7,66,89,33,-7,-7,-7,5,0,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
597802,5978,2,2,6,1977,-7,-7,19,13,13,13,-7,13,13,13,13,13,13,13,-7,-7,-7,0,-7,-7,8,0,-7,-7,7,0,-7,-7,7,-7,-7,-7,-7,2,0,-7,-7,7,0,-7,-7,6,0,-7,-7,1,0,-7,-7,1,0,-7,-7,-7,51,93,51,-7,-7,-7,5,0,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
597803,5978,2,2,3,1988,-7,-7,30,13,13,13,-7,13,13,13,13,13,13,13,-7,-7,-7,0,-7,-7,8,0,-7,-7,7,0,-7,-7,7,-7,-7,-7,-7,2,0,-7,-7,7,0,-7,-7,6,0,-7,-7,1,0,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
597804,5978,2,2,4,1992,-7,-7,34,13,13,13,-7,13,13,13,13,13,13,13,-7,-7,-7,0,-7,-7,8,0,-7,-7,7,0,-7,-7,7,-7,-7,-7,-7,2,0,-7,-7,7,0,-7,-7,6,0,-7,-7,1,0,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,5,0,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
598001,5980,2,1,6,1984,-7,-7,24,12,14,14,14,13,13,13,13,13,13,13,-7,13,13,0,-7,-7,8,0,-7,-7,1,0,-7,-7,1,0,-7,-7,2,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,-7,68,78,78,57,30,3,0,-7,-7,1,0,-7,-7,-7,-7,-7,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,1,0,-7,-7,-7,14,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
598002,5980,2,2,2,1988,-7,-7,27,12,14,14,14,13,13,13,13,13,13,13,-7,13,13,0,-7,-7,8,0,-7,-7,1,0,-7,-7,1,0,-7,-7,2,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,3,0,-7,-7,-7,-7,-7,-7,-7,28,60,3,0,-7,-7,1,0,-7,-7,-3,-7,-7,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,13,1,0,-7,-7,-7,13,1,0,-7,-7,-7,14,4,0,-7,-7,-7,-7,-7,-7,-7,-7,-7,512,-7
598301,5983,2,1,12,1983,-7,-7,22,12,14,15,15,16,17,17,16,16,16,18,18,18,18,0,-7,-7,4,0,-7,-7,4,0,-7,-7,2,1,25,14,3,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,2,0,-7,-7,-7,-7,98,89,82,60,-7,2,0,-7,-7,2,0,-7,-7,-7,2,0,-7,-7,-7,1,0,-7,-7,-7,1,0,-7,-7,-7,20,1,0,-7,-7,-7,18,1,0,-7,-7,-7,18,1,0,-7,-7,-7,18,1,0,-7,-7,-7,512,-7
598501,5985,2,2,6,1990,-7,-7,28,11,12,12,14,14,14,14,14,14,14,14,14,14,14,0,-7,-7,9,0,-7,-7,9,1,23,12,2,1,24,12,2,2,1,27,12,3,1,29,12,4,1,32,12,4,1,33,12,4,1,35,12,-7,-7,-7,-7,-7,-7,39,4,1,37,12,4,1,39,12,-7,4,1,41,12,43,4,1,43,12,15,4,1,45,12,-7,15,4,1,47,12,-7,15,4,1,49,12,-7,15,5,1,52,12,-7,17,4,1,55,12,-7,512,-7
